,Question,Answer
117,What is the enrolment procedure for children below the age of 5 years (Resident Indian/NRI)?,"Resident Indian/NRI child seeking enrolment need to visit an Aadhaar enrolment centre along with Mother and/or Father or Legal guardian submit a request in requisite form along with valid supporting documents. Enrolment and Update form can also be downloaded from (Aadhaar Enrolment & Update Forms)
The enrolment operator shall capture the following informations during the course of enrolment:
For Resident Indian Child:Mandatory Demographic information (Name, Date of Birth, Gender, Address)Optional demographic information (mobile number and email)Details of Mother and/or Father or Legal Guardian (in case of HOF based enrolment) will be captured. Both or One of the parents/ guardian has to authenticate on behalf of the child and also give consent for enrolment of the minor by signing the enrolment form.AndBiometric Information (Photo of child).Type of documents presented (Birth Certificate is mandatory for the child born after 01-10-2023) will be scanned.
After completing the enrolment the operator shall return all the documents alongwith an acknowledgement slip containing the applicable charges ( New Enrolment is Free of charge).
For NRI Child: Mandatory Demographic information (Name, Date of Birth, Gender, Address and email)Optional demographic information (mobile number )Details (Aadhaar number) of Mother and/or Father or Legal Guardian (in case of HOF based enrolment) is captured . Both or One of the parents/ guardian has to authenticate on behalf of the child and also give consent for enrolment of the minor by signing the enrolment form. AndBiometric Information (Photo of child) Type of documents presented [valid Indian passport of the child is mandatory as Proof of Identity (PoI)]Residential Status ( Resided in India for at least 182 days is not applicable for NRI)After completing the enrolment the operator shall return all the documents alongwith an acknowledgement slip containing the applicable charges (New Enrolment is Free of charge).
List of valid supporting documents is available at (List of Supporting Documents) 
You can locate the nearest enrolment centre at : (Bhuvan Aadhaar Portal)"
118,Whether UIDAI has defined a process to be followed for HOF enrolments?,"Process at enrolment centre - The individual seeking enrolment and Head of the Family (HoF) should present themselves at the time of enrolment. The individual should produce a valid Proof of Relationship (POR) document for new enrolment. Only Mother/Father/Legal Guardian can act as HOF for new enrolment.
The enrolment operator shall capture the following information during the course of enrolment:
Mandatory Demographic information (Name, Date of Birth, Gender, Address)Optional demographic information (mobile number, email)Biometric Information (Photo, 10 finger prints, both Iris) Aadhaar number of the parents/ legal guardian (HOF) has to be captured for authentication on behalf of the child.In case of child HOF to sign the enrolment form.After completing the enrolment the operator shall return all the documents along with an acknowledgement slip containing the applicable charges (New Enrolment is Free of charge).List of valid supporting documents is available at (List of Supporting Documents)You can locate the nearest enrolment centre at : (Bhuvan Aadhaar Portal)"
119,How much time does it take to get my Aadhaar generated after the enrolment?,"For child age-group (0-18 yrs) Normally up to 30 days from the date of enrolment. and For Adults age 18+, normally up to 180 days from the date of enrolment. For enrolment/update request a verification may be conducted through concerned Authorities(State), before Aadhaar generation.
With 90% service standards. If -1. Quality of enrolment data meets prescribed standards laid down by UIDAI2. The enrolment packet passes all the validations done in CIDR3. No Demographic/Biometric duplicate is found4. No unforeseen technical issues"
120,How do I enter data in local language?,"The required address to be entered in English by the resident.  The data entered in English shall be auto transliterated into local language available as per your Aadhaar.  If any difference is noticed in transliteration to Regional language, option available to edit the same.  However, to change the existing Regional language to different Language, you have to approach the nearest Aadhaar enrolment Centre."
121,What do you mean when you say that a particular language is supported?,Supporting a local language implies providing support for: Data entry in local language Transliteration of English language data to local language Labels in local language in the software (on screen) Labels in local language in the print receipt Import of pre-enrolment data in local language (upcoming)
122,Which languages are supported for enrolment at an enrolment centre?,"Enrolment can be done in following 16 languages:   Assamese, Bengali, English, Gujarati,Hindi, Kannada, Konkani, Malayalam, Marathi, Manipuri, Nepali, Odia, Punjabi, Tamil, Telugu and Urdu.    Normally the operator shall provide Aadhaar enrolment in the Regional Language of that Region.  If you need enrolment in a different language, please request the operator to select the required language before starting enrolment and ensure that the transliteration is proper."
123,How do I make local language the primary source for data entry?,"At this time, the primary source for data entry is in English. However, as the technology matures, we expect to change the primary language to local language based on reverse transliteration. Since this is a dependency on technology that is not yet available, we cannot assure a date, however – we are targeting a release in Version 3.0."
124,What are the common issues seen with Indian Language Input?,"The most common problem that UIDAI have seen is with installation of the IME, and it’s interactions with the language bar. Further, it is possible to configure the Windows language input to assume a local language keyboard. This is not the same as transliteration, but assumes a different keyboard is being used – and the results are very different. UIDAI have also had difficulty in truly transliterating English words into local language, as they are very different from the language model. This can be better handled by using advanced facilities in the IMEs (for ex. Schemes in Google IME) The language support must be configured on a per user basis, and that makes it harder to manage."
125,How do I import pre-enrolment data in local language?,"At this time, the support has been provided for import of pre-enrolment data in English. During enrolment process, the data is converted from English to local language through the transliteration engine. The operator can correct this data in the presence of the resident. The software is planned to provide support for import of pre-enrolment data in English, local language or both in future versions. For pre-enrolment data imported in local language, it will not be over-ridden by the transliteration engine. However, a soft keypad / IME will be available for editing the data."
126,What language will the database be maintained? In what language will authentication services be provided? In what language will communication between UIDAI and the resident take place?,The database will be maintained in English. The communication between resident and UIDAI will be in English and the local language.
127,"What are the primary functions of Training, Testing and Certification Division?","Following are the primary functions of Training Testing and Certification Division: 

Conceptualizing and formulating Capacity Building Initiatives, for Aadhaar Operators, in order to strengthen Aadhaar Ecosystem.
Conducting Certification and Re-certification Exams for Aadhaar Operators."
128,Under which regulation does training of Enrolment & Update (E&U) Operators fall?,"The training of E&U Operators falls under Regulation 25 of The Aadhaar (Enrolment and Update) Regulations, 2016."
129,Under which regulation does training of Authentication Operators fall?,"Training of Authentication Operators falls under Regulation 14 (f) of the Aadhaar (Authentication and Offline Verification) Regulations, 2021."
130,What are the Categories of Aadhaar Operators?,"The Categories of Aadhaar Operators are mentioned below:

 Aadhaar enrolment and update Operator/ Supervisor.
Quality Check/ Quality Audit (QA/QC) Operator /Supervisor.
Manual de-duplication (MDD) Operator /Supervisor.
Grievance Redressal Operator (GRO).
Authentication Operator.
Customer Relationship Management (CRM) Executive"
131,What are the eligibility criteria to work as an Aadhaar Operator?,"Sl.No.


Operator Category


Minimum Qualification




1.


Aadhaar enrolment and update Operator/ Supervisor


12th (Intermediate)
Or
2 years ITI (10+2)
Or
3 years Diploma (10+3)
[In case of IPPB/Anganwadi Asha Worker - 10th (Matriculation)]




2.


Quality Check/ Quality Audit (QA/QC) Operator/ Supervisor


Graduate in any discipline




3.


Manual de-duplication (MDD) Operator /Supervisor


Graduate in any discipline




4.


Authentication Operator


12th (Intermediate)
Or
2 years ITI (10+2)
Or
3 years Diploma (10+3)
[In case of IPPB/Anganwadi Asha Worker - 10th (Matriculation)]




5.


Customer Relationship Management (CRM) Executive


Graduate in any discipline"
132,Is training mandatory for candidates willing to work as Aadhaar Operators?,"Yes, as per UIDAI Training Testing and Certification Policy, training is mandatory for candidates willing to work as Aadhaar Operators."
133,What are different types of Training programs available at UIDAI?,"Different types of training programs available at UIDAI are: 

Master Trainers’ Training Programs.
Orientation/ Refresher Programs.
Mega Trainings and Certification Camps."
134,Who will provide training to Aadhaar Operators?,Training Agency engaged by UIDAI will provide training to Aadhaar Operators.
135,What are different types of training materials available on the UIDAI website?,"The different types of training materials available on UIDAI website include, Handbooks, Mobile Nuggets, Tutorials etc., covering modules on Aadhaar Enrolment and Update, Child Enrolment Lite Client and Authentication."
136,Where can a candidate find the training material?,Candidate can access the training material published on UIDAI portal (https://uidai.gov.in/en/ecosystem/training-Testing-certification-ecosystem.html) and UIDAI Learning Management System (LMS) Portal (https://e-learning.uidai.gov.in/login/index.php)
137,Is certification exam mandatory for a candidate to work as an Enrolment Operator/Supervisor or CELC Operator under UIDAI?,"Yes, it is mandatory for a candidate to appear for and qualify the certification exam to work as an Enrolment Operator/Supervisor and CELC Operator."
138,Is Aadhaar Number mandatory for a candidate to take the certification exam?,"Yes, it is mandatory for a candidate to have an updated and valid Aadhaar to register for the certification exam."
139,Who conducts the certification exam?,"Testing and Certification Agency (TCA), presently M/s NSEIT Ltd., engaged by UIDAI conducts the certification exam."
140,Can any individual apply for the certification exam?,"Yes, any individual can apply for the certification exam after getting the authorization letter from a Registrar/Enrollment Agency."
141,What is the duration of the certification exam? How many questions are asked in the certification exam?,The duration of certification exam is 120 minutes. 100 Questions (Text-based Multiple Choice Questions only) are asked in the certification exam.
142,What is the minimum passing mark in the certification exam?,The minimum passing mark in the certification exam is 65.
143,What is the fee for taking the certification exam?,"The fee for certification exam is Rs. 470.82 (including GST)
The fee for re-exam is Rs. 235.41 (including GST)."
144,Is certification exam/re-exam fee refundable?,"No, the certification exam/re-exam fee is non-refundable."
145,"If a candidate wants to take the re-exam, would he/she have to pay the fee again?","Yes, candidate needs to pay a fee of Rs 235.41 (including GST) every time he/she appears for the re-exam."
146,Whom should a candidate contact in case of facing any problem during registration process?,A candidate may contact the Helpdesk on Toll Free No.: 022-42706500 or send an email to: uidai_admin@nseit.com
147,Can Registrar/EA make Bulk Online Payment for Registration and Scheduling process of the candidates’ exam/re-exam?,"Yes, Registrar/EA can make Bulk Online Payment for Registration and Scheduling process of the candidates’ exam/re-exam."
148,What is the validity of the certification exam fee?,The validity of certification exam fee is 6 months from the date of payment.
149,How will the certification exam be conducted?,Certification exam will be conducted in online mode at the specified exam center.
150,Where are certification exam centers located?,Exam centers are located across various states of India. The detailed information regarding the exam centers is available on the registration portal: https://uidai.nseitexams.com/UIDAI/LoginAction_input.action
151,How many times can a candidate take the certification exam?,"A candidate can take unlimited number of attempts before he/she passes the certification exam, with a gap of 15 days between subsequent attempts."
152,Who will issue the passing certificate? ,"The passing certificate will be issued by Testing and Certification Agency (TCA), presently M/s NSEIT Ltd., engaged by UIDAI."
153,Is there any validity of the certificate?,"Yes, the certificate is valid for 3 years from the date of issue."
154,"A candidate has cleared the certification exam and got the certificate, how can he/she get a job as an Aadhaar Operator?","After acquiring the certificate, a candidate is required to contact the Registrar, who issued the authorization certificate/letter, to get a job as an Aadhaar Operator."
155,Re-certification is required under what circumstances?,"Re-certification is required under below-mentioned circumstances:

 In case of validity extension: Re-certification along with re-training is required for extension of validity of certificate and is applicable for the Operators already working in the Aadhaar Ecosystem.
 In case of suspension: If any Operator is suspended for a particular duration, Re-certification along with re-training is required after completion of suspension period."
156,When should an Operator take the re-certification exam?,Operator should take the re-certification exam within 6 months of the expiry of validity of the current certificate.
157,What will be the new validity of the certificate if an Operator passes the re-certification exam within 6 months of expiry of the current certificate?,The new validity date will be 3 years from the date of expiry of the current certificate.
158,"If an Operator fails the re-certification exam, can he/she re-appear?","Yes, an Operator can re-appear for the re-certification exam after a gap of minimum 15 days."
159,Where can I find mock question paper?,The mock question paper is available on the registration portal: https://uidai.nseitexams.com/UIDAI/LoginAction_input.action
160,"If a candidate is already working under a Registrar/Enrolment Agency and wants to work with another Registrar/Enrolment Agency, what should he/she do?","If a candidate is already working under a Registrar/Enrolment Agency and wants to work with a different Registrar/Enrolment Agency, then he/she will have to appear for re-certification examination, duly authorized by the respective Registrar/Enrolment Agency."
161,Can a suspended Operator re-enter the Aadhaar Ecosystem?,"After the completion of suspension period, suspended Operators can apply for re-training followed by Re-certification exam as per the TT&C Policy."
162,"Is Training, Testing and Certification (TT&C) Policy applicable for Authentication Operators?","Yes, Training, Testing and Certification Policy is applicable for Authentication Operators. To know more, click on the below-mentioned link:
https://uidai.gov.in//images/TTC_Policy_2023.pdf"
163,"My request for DOB update rejected as limited exceeded, how can I update my DOB?","You are permitted to update DOB by presenting any of the valid document as per the list of documents available at  (List of Supporting Documents) , in case your you need further update in DOB you require a birth certificate to update the same and follow the following process.1. Enrol at the nearest centre with birth certificate and affidavit as mentioned in the SOP2. Once your request gets rejected for limit exceed, please call 1947 or mail at grievance@ and request for exception processing of DOB update through regional office, by providing the EID/SRN number. 3. If you have recorded DOB in Aadhaar by submitting a birth certificate with different date, please ensure to cancel the old birth certificate while collecting a new birth certificate with different date.4. While sending the mail please ensure to attach all the required documents such as EID slip of latest enrolment, new birth certificate, affidavit and cancelled birth certificate in case birth certificate with different date already submitted. 5. Your request for DOB update shall be processed with recommendation of concerned regional office.6. The detailed process is available at - https://uidai.gov.in/images/SOP_for_DOB_update.pdf"
164,My Date of Birth/ Name/ Gender update request got rejected as limit exceeded and I have been asked to contact the Regional Office by UIDAI. What is the process to be followed?,"In case your update request rejected for exceeding the limit, you have to re-enrol for update at any Aadhaar Enrolment/Update Centre as per the process defined for exception handling.
The detailed process is available at :Name/Gender - https://www.uidai.gov.in//images/SOP_dated_28-10-2021-Name_and_Gender_update_request_under_exception_handling_process_Circular_dated_03-11-2021.pdfDOB - https://uidai.gov.in/images/SOP_for_DOB_update.pdfOnce your request is rejected, you have to call 1947 or send a request through help@uidai.net.in requesting for exceptional handling through regional office.
You shall be provided with SRN number to track the status of the request.Regional office shall process your request after detailed enquiry.
Details of Regional Offices is available at: Regional Offices"
165,How can I retrieve lost/forgotten Aadhaar number where mobile number is linked with Aadhaar?,"The lost/forgotten Aadhaar number can be retrieved online by visiting following link https://myaadhaar.uidai.gov.in/retrieve-eid-uid
Process: -  Please select your requirement - Aadhaar/EID you want to retrieve- enter full name as in Aadhaar, mobile number/email linked with Aadhaar and Captcha, followed by OTP. After mobile OTP based authentication, the Aadhaar number/EID as per request will be sent through SMS to the linked mobile number. This service is free of cost."
166,"How can I find my lost/forgotten Aadhaar number, in case mobile number is not linked with Aadhaar?","UIDAI provides multiple options to trace or retrieve your lost/forgotten Aadhaar number, even if your mobile/email id is not linked with Aadhaar.
Option 1: Aadhaar number can be retrieved with the help of operator at Aadhaar enrolment centre using ""Print Aadhaar"" service.
Aadhaar number holder to visit an Aadhaar enrolment centre in person.Provide the following mandatory information: Name, gender, district or PIN code as per the Aadhaar generated enrolment.In case the requirement could not be traced due to presence of multiple records, additional available demographic details such as year of birth, C/O, State etc. may also be provided for narrowing the search.
Please provide Biometric authentication using single fingerprint or single iris (RD device).If match is found, operator will provide printout of the e-Aadhaar letter.Operator can charge Rs.30/- for providing this service.
Option 2: Retrieving Lost/forgotten Aadhaar number by calling UIDAI Helpline number 1947
Stage 1
Call 1947 (Toll-free)Provide Demographics details required by the executive, as per your requestIf match is found EID will be provided on call by the executive. This service is free of cost.Stage 2 (IVRS)
Call 1947 again. After selecting Language option – Key-in option 1 (request status) followed by option 2 (request of Aadhaar enrolment status)Provide the available EID number of the Aadhaar generated enrolment to IVRSProvide Date of Birth and PIN code as per the Aadhaar generated enrolment to IVRSIf match is found, IVRS shall communicate the Aadhaar number. This service is free of cost."
167,"What is the process to get an Aadhaar letter, in case the same is misplaced or lost? ","Option I: By visiting enrolment centre

Aadhaar number holder to visit an Aadhaar enrolment centre in person.
Provide the Aadhaar number or 28 digit EID available on the acknowledgement slip (14 digit number followed by date stamp- yyyy/mm/dd/hh/mm/ss format) as per the Aadhaar generated enrolment.
Please provide Biometric authentication using single fingerprint or single iris (RD device).
If match is found, operator will provide printout of the e-Aadhaar letter.
Operator can charge Rs.30/- for providing this service.

 
Option II: Aadhaar holder can opt for the facility to order PVC card service available at https://myaadhaar.uidai.gov.in/genricPVC where the applicant to enter the 12 digit Aadhaar number or 28 digit EID and Captcha.  This facility is available for Aadhaar holder who linked their mobile with Aadhaar or not.  In case the mobile number of Aadhaar holder is linked, he shall be provided with provision to track the status of his order by providing AWB number."
168,I have lost my mobile number/ do not possess the number that I enrolled with Aadhaar. How should I submit my update request?,"In case you have lost/do not possess the mobile number anymore that is registered with Aadhaar, you have to personally visit the nearest Aadhaar Seva Kendra for updation of mobile number."
169,Does submission of request guarantee update of demographic information?,Submission of information does not guarantee update of Aadhaar data. Changes submitted through Update Aadhaar online Service are subjected to verification and validation by the UIDAI and after validation only the change request is processed further for Aadhaar update.
170,Is there any fee involved for Online updation of address?,"Yes, for online update of address you have to pay Rs. 50/- (including GST)."
171,What details can I update through Update Aadhaar online Service?,"Through this online portal, you can perform only Address and Document update. For any other update, kindly visit the nearest Aadhaar Seva Kendra."
172,What changes can I do to my name in Aadhaar?,"For minor corrections in your name or change in name, kindly visit nearest Aadhaar Seva Kendra."
173,How many times Aadhaar data can be updated?,Following limits are applicable for the update of Aadhaar information:Name: Twice in Life TimeGender: Once in Life TimeDate of Birth: Once in Life Time
174,What documents are required for Online Address Update?,POA document as per supporting document list will be required. Visit List of Supporting Documents
175,Which are the documents required for updatate in Aadhaar Address?,"List of supporting documents is available here Click here for List of Supporting Documents
Please select the appropriate document from the list and provide a scan/image of the same while undertaking address update."
176,How can I submit my supporting documents in case of Address Update online Service?,"You will be prompted to upload scan/image of the supporting document in pdf or jpeg format in the Update Address online Service. Please upload correct supporting document for processing of your request. For certain documents like Passport, Rent and Property agreement, image of multiple pages would be required."
177,Can I update my local language through Update Aadhaar online Service?,At present you can not update your local language through online portal.
178,Can I update my date of birth through Update Aadhaar online Service?,"At Present this feature is not supported by online portal, and to update Date of Birth (DoB) kindly visit nearest Aadhaar Seva Kendra with DoB proof document."
179,I have already updated Date of Birth in my Aadhaar once. Can I update/ correct it?,"No. You can update your Date of Birth (DoB) only once. Further Dated of Birth (DoB) can be changed under exceptional circumstances, kindly call 1947 in this regard."
180,Will my Aadhaar number get changed after updation?,"No, your Aadhaar number will remain same even after the update."
181,I want to cancel the update request. Will I be able to do it?,"A resident can cancel the update request from the ‘Requests’ space in the myAadhaar dashboard until the request is picked up for further processing. If cancelled, the amount paid will be refunded to the account within 21 days"
182,Where can I see all my update requests?,A resident can view his/her update requests inside the ‘Requests’ space inside the myAadhaar dashboard.
183,How do I add my father’s / husband’s name to my address?,Relationship details are a part of address field in Aadhaar. This has been standardized to C/o (Care of). Filling this is optional.
184,My online address update request got rejected for invalid documents. What does this mean?,"Aadhaar update requests to be supported by valid/proper documents. In case the a valid document in the name of the applicant is not submitted along with the request, the same shall be rejected. Ensure to follow the below, before you submit a new update request.
1. The document should be a Valid document, as per document list List of Supporting Document2. Document is in the name of the resident for whom update request is submitted.3. Address details entered should match the address with the address mentioned in the document. 4. Image uploaded should be clear and colored scan of original document."
185,Are the service charges different for Aadhaar Seva Kendras?,"No, the charges for Aadhaar Services are same across all the Aadhaar centres in the country including Aadhaar Seva Kendras . For charges please refer : Aadhaar Enrolment & Update Charges"
186,Can I reschedule/ cancel my appointment?,"Yes, you can reschedule the appointment before 24 hours by logging into the appointment portal with the same mobile number/ email ID (as given earlier)."
187,What services I can avail from Aadhaar Seva Kendra?,"Aadhaar Seva Kendras provides all type of Aadhaar services such as 1. New Enrolment for all age group.2. Update of any demographic Information (Name, Address, Gender, Date of Birth, Mobile number and Email Id). 3. Update of biometric information (Photo, Fingerprints and Iris Scans) . 4. Mandatory Biometric Update of children (attaining the age of 5 and 15 years).  5.Document update (POI and POA) .6.Find & Print Aadhaar."
188,What are the timings of UIDAI ASKs (Aadhaar Seva Kendras)?,Aadhaar Seva Kendras are open all 7 days of the week excluding national/regional holidays. Normally it functions from 9:30 AM to 5:30 PM (IST). Aadhaar Enrolment Centres other than UIDAI ASKs follow timings as defined by their respective registrars. Individuals seeking enrolment/ Aadhaar number holders may contact their nearby Aadhaar Enrolment Centre for more information.
189,What is Aadhaar Seva Kendra (ASK)?,‘Aadhaar Seva Kendra’ or ASK is a single-stop destination for all Aadhaar services for the residents. ASK offer dedicated Aadhaar enrolment and update services to residents in a state-of-the-art environment. The Aadhaar Seva Kendra offers a comfortable air-conditioned environment to residents. All ASK are wheelchair friendly and have special provisions to service the elderly and specially abled. More info on ASKs is available here: uidai.gov.in website.
190,Where can I find the list of UIDAI ASKs (Aadhaar Seva Kendras)?,"A consolidated list of all functional ASKs is available at: Aadhaar Seva Kendra ListThese ASKs are available in addition to Aadhaar Enrolment Centres already run by Banks, Post Offices, CSC, BSNL and State Governments."
191,How will the biometric of the differently abled and people with no fingerprints or rugged hands e.g. beedi workers or people with no fingers be captured?,"Aadhaar has an inclusive approach and its enrolment/ update processes are accessible to all including persons with disabilities. The Regulation 6 of Aadhaar (Enrolment and update) Regulations, 2016 provides for enrolment of residents with biometric exceptions, which inter-alia lays down that:
1. For Individuals seeking enrolment who are unable to provide fingerprints, owing to reasons such as injury, deformities, amputation of the fingers/ hands or any other relevant reason, only Iris scans of such residents will be collected.2. For Individuals seeking enrolment who are unable to provide any biometric information contemplated by these regulations, the Authority shall provide for handling of such exceptions in the enrolment and update software, and such enrolment shall be carried out as per the procedure as may be specified by the Authority for this purpose.Too may also refer Biometric Exception Enrolment Guidelines available at the following link -https://uidai.gov.in/images/Biometric_exception_guidelines_01-08-2014.pdf"
192,Aadhaar Enrolment & Update Charges,Aadhaar Enrolment & Update Charges
193,What is Aadhaar authentication?,"“Aadhaar Authentication” is a process by which the Aadhaar number along with demographic information (such as name, date of birth, gender etc) or biometric information (Fingerprint or Iris) of an individual is submitted to UIDAI’s Central Identities Data Repository (CIDR) for its verification and UIDAI verifies the correctness of the details submitted, or the lack thereof, on the basis of information available with it."
194,What is Face Recognition?,Face recognition is 1:N Match (one-to-many). UIDAI does 1:1 match (match against the stored biometric of the resident).
195,What is Face Authentication?,"1. UIDAI uses face authentication as a process by which an Aadhaar number holder's identity can be verified. A successful face authentication confirms that your physical face which is being scanned for verification matches the one which was captured at the time of enrolment when your Aadhaar number was generated. A successful face authentication confirms that you are who you claim to be.
2. Face authentication is based on a 1:1 matching which means that the facial image captured during authentication is matched with your facial image which is stored in the Repository against your Aadhaar Number, which was captured at the time of enrolment.
3. Face authentication is consent based."
196,When do I need to authenticate?,"Various government schemes and private service providers such as PDS, NREGA, banks and telecom operators have adopted Aadhaar authentication for verification of their beneficiaries/customers. The authentication is generally done either at the time of delivery of benefits or subscribing to the service."
197,What are the benefits of Aadhaar authentication?,Aadhaar authentication provides an instant mechanism to prove your identity through online authentication. Therefore one need not carry any other ID proof except Aadhaar number.
198,Is there a mechanism to notify the residents when an authentication occurs against their Aadhaar number?,"UIDAI notifies the authentication on the registered email of the resident. Every time UIDAI receives a biometric or OTP based authentication request against an Aadhaar number, a notification is sent to the registered email address."
199,I received an authentication notification even though I did not authenticate myself. Whom do I approach?,"UIDAI contact information, call centre number and e-mail Id are provided in the UIDAI’s notification email. You may contact UIDAI with the authentication details provided in the notification e-mail."
200,Do I need to authenticate with only my thumbs?,Aadhaar authentication can be achieved with any of the ten fingers. In addition Aadhaar authentication can be done by IRIS and Face too.
201,What if my authentication request gets rejected even though I provide my fingerprints with my Aadhaar number?,"If fingerprint authentication fails, residents can

Retry with correct placement and pressure of finger on fingerprint scanner
Retry with different fingers
Cleaning the fingerprint scanner
Cleaning the fingers

If biometric authentication fails repeatedly over a period of time, resident may approach an Aadhaar update center and get their biometrics updated with UIDAI."
202,"Will I be denied my entitlements (ration, NREGA job etc.) if my authentication request is rejected?","UIDAI and the service providers availing Aadhaar authentication recognize the fact that Aadhaar authentication is subject to certain technological and biometric limitations such as poor fingerprint quality, network availability etc. Therefore the service providers will have alternate processes to identify/ authenticate their beneficiaries/ customers, including exception handling mechanism at their point of presence, so that residents are not denied entitlements due to technological or biometric limitations."
203,How will I authenticate if my fingerprints are worn out / I have no fingers?,"Authentication user agencies are advised to deploy alternate authentication mechanisms such as Face authentication, Iris authentication, OTP authentication to handle such issues. Additionally, service provider may have other methods of verification of their beneficiaries."
204,How do I request for OTP?,OTP can be requested through Authentication user agency (AUA)’ application requiring OTP authentication on mobile number registered with UIDAI.
205,Which devices can be used for face authentication?,A Smartphone/Tablet can be used for face authentication which meets the specifications as laid down in UIDAI Face RD API (subject to change time to time)
206,Can face authentication be used in self-assisted mode?,"Yes, depending on the purpose as mentioned by the AUA/SUBAUA, face Authentication can be used in self-assisted mode."
207,Who can use Face Authentication?,Face authentication has been introduced by UIDAI as an additional mode of authentication. Anyone who has a valid Aadhaar can authenticate using this mode of authentication.
208,How UIDAI’s Face Authentication is beneficial for us?,"Face authentication is a touch less mode of authentication, which is a best alternative towards providing a solution to worn out/ damaged finger minutiae."
209,How do I enable face authentication for my Aadhaar?,This is always on enabled mode by default since resident gives the biometric including face at the time of capture.
210,What are the benefits of using face authentication?,"Face authentication is a contactless method of authentication, which makes it more convenient than fingerprint or iris scanning."
211,Can any mobile be used for face authentication or does UIDAI prescribes any specification w.r.t the use of mobile ?,Face authentication can be performed with any android mobile having the following specifications;Android 9 and aboveRAM: 4+ GBDisplay Size: 5.5 Inches or greaterCamera resolution: 13 MP or greaterDisk space: 64 GB (Minimum 500MB free disk space)
212,How to download Face authentication application?,"To use face authentication one must download two applications, one of the entity and other of Aadhaar Face RD UIDAI. To download Aadhaar Face RD, go to Google Play Store and look for the ""Aadhaar Face RD (Early Access) Application"" from UIDAI (presently v0.7.43)  Link to download https://play.google.com/store/apps/details?id=in.gov.uidai.facerd"
213,What are the steps for successful face capture?,"i. Position yourself: Stand facing the camera or device, ensuring your entire face is clearly visible within the designated frame. Maintain a neutral expression with your eyes open and mouth closed and Stay still during the capture process to avoid blurry images.ii. Focus and capture: The device or app will automatically attempt to focus on your face. Stay still and avoid sudden movements until the image is captured and follow specific instructions for capture, like blinking once or moving your head slightly. Look directly at the camera and maintain a neutral expression for successful capture.iii. Lighting conditions: Stand in a well-lit environment with minimal shadows on your face and for successful capture good background with proper lighting conditions must be ensured.iv. Remove any hats, glasses, or other coverings that might obscure your facial features."
214,What are the Steps for successful face authentication if failure occurrence is recitative?,"UIDAI errors are displayed with an error code assigned for the causes leading to failure, one may contact to concerned entity with the error code to resolve."
215,Document for Offline verification and role of OVSEs under Authentication Eco-system ,For More details Please download the FAQ Document: Click here for FAQs
216,"How can I avail the benefits under various Government Schemes including PDS (ration), MGNREGA using my Aadhaar?","For availing benefits, you have to first enroll yourself under the schemes through the concerned implementing authorities in your area and authenticate yourself using Aadhaar, as per the requirements of the specific scheme."
217,Shall I get benefits if my authentication fails?,Yes. The notifications issued by the Central or State Governments have the provisions for exception handling mechanism to handel such cases.
218,How would I know that DBT funds have come to my account?,"If you have availed SMS alerts facility from the concerned bank where your DBT account is opened, then the bank will send out SMS alerts when you get DBT funds in account. Alternatively, you can also check your account balance using ATM, microATM/ Bank Mitra, internet/mobile banking or through phone-banking."
219,How do I receive benefits under the Govt. Schemes in my bank account?,"To receive DBT benefits in your bank account, please visit the bank branch where you have opened the account and request the bank to link your Aadhaar with your account by filling up the mandate and consent form of the bank. This account will be seeded with NPCI-mapper by the bank to operate as DBT enabled account."
220,I am not getting benefits of the Govt. schemes as I do not have Aadhaar. What shall I do?,"i) If you do not have Aadhaar, please visit nearest Aadhaar enrolment centre to enroll for Aadhaar. ii) Till the time Aadhaar is assigned to you, you may present your Aadhaar enrolment ID (EID) and other alternate ID documents as per the scheme requirements for getting the benefits."
221,My name is different in Aadhaar vis-à-vis service delivery database. What should I do?,"For correction of your name in Aadhaar, you may visit the nearest Aadhaar Enrolment Centre to update your name(Aadhaar Enrolment/Update Centre list is available at - https://appointments.uidai.gov.in/easearch.aspx and  https://bhuvan.nrsc.gov.in/aadhaar/). We suggest you to carry proof of your identity and give mobile number and email to get confirmation message of update."
222,"My fingers do not work, when asked to place them on finger print device?",i) You can visit the nearest Aadhaar Enrolment Centre to update your biometrics (Aadhaar Enrolment/Update Centre list available is at - https://appointments.uidai.gov.in/easearch and https://bhuvan.nrsc.gov.in/aadhaar/). ii) You can also do best finger detection to increase your chances of authentication in future by using the best finger identified.
223,"I have multiple bank accounts, where will I receive my DBT benefits?",You can receive DBT benefits only in one account as per your choice which has been mentioned by you while submitting the mandate and consent form to your bank for linking with Aadhaar. This account will be seeded with NPCI-mapper by the Bank to operate as DBT enabled account.
224,Why does the Government ask for my Aadhaar for getting benefits under the schemes?,"i) As per the provisions under section 7 of the Aadhaar Act 2016, the Central or State Governments may mandate requirement of Aadhaar of the beneficiaries for availing the benefits/subsidies under the schemes that are funded out of the Consolidated Fund of India or Consolidated Fund of the State (relevant circular available at :- ""Guidelines on use of Aadhaar under section 7 of the Aadhaar Act 2016."")ii) To identify the intended beneficiaries of the scheme and to remove the fakes or duplicates from the scheme database."
225,How can I change my bank account to receive DBT funds?,"To change the bank account for receiving DBT funds, please visit the respective bank branch and submit the mandate and consent form provided by your bank."
