,Unnamed: 0,Question,Answer,lang,portal,instruction
191,191,"
   192 -  How can I claim this amount? Do I need to submit claim form to EPFO Office?","    Ans :  Like claim for all other types of advances, the claim for this advance also can be filed Online if your UAN is validated with Aadhaar and KYC of Bank account and Mobile number is seeded in UAN 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
192,192,"
   193 - Where and how can I file Online Claim?","    Ans : 
 On the home page of website- https://www.epfindia.gov.in/site_en/index.php under the TAB “COVID-19” on  top right hand corner, instructions for filing online advance claim is hosted.  

 The process is also noted below: 
-> Login to Member Interface of Unified Portalhttps://unifiedportal-mem.epfindia.gov.in/memberinterface
-> Go to Online Services>>Claim (Form-31,19,10C & 10D)
-> Enter your Bank Account and verify  
-> Click on  “Proceed for Online Claim” 
-> Select PF Advance (Form 31) from the drop down 
-> Select purpose as “Outbreak of pandemic (COVID-19)” from the drop down 
-> Enter amount required and Upload scanned copy of cheque and enter your address 
-> Click on “Get Aadhaar OTP” i
-> Enter the OTP received on Aadhaar linked mobile. 
-> Claim is submitted 
 ",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
193,193,"
   194 -  Can I file claim through my mobile phone? ","    Ans : 
 Yes, from your mobile phone you can either  
 i) login  to  (https://unifiedportal-mem.epfindia.gov.in/memberinterface
) and follow steps a. to j as in Ans to Q9 to file claim OR  
 ii) Through UMANG  (Unified  Mobile  Application  for  New-age  Governance)  Mobile APP Home> EPFO> Employee Centric Services> Raise  Claim>  Login  with  your  UAN and OTP received on your mobile number registered with UAN to file claim 
 ",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
194,194,"
   195 - Can an employee working in an exempted establishment get the advance to fight COVID-19 pandemic from PF Trust","    Ans :  The “Terms and conditions of exemption” in Para 27AA of EPF Scheme, 1952, provides that any amendment to EPF Scheme, 1952, which is more beneficial to the employees becomes applicable to exempted establishments pending formal amendment of Trust Rules. 
 
So, employee of an exempted establishment can withdraw from his PF account maintained with the PF Trust of the establishment by making application to the PF Trust. ",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
195,195,"
   196 - I availed advance recently for illness. Can I avail advance to fight COVID-19 pandemic? ",    Ans : Yes. This advance can be availed irrespective of advances availed earlier.  														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
196,196,"
   197 -  What is income tax rate for advance to fight COVID-19 pandemic? ",    Ans :  Income Tax is not applicable on any advance availed under EPF Scheme 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
197,197,"
   198 -  I have already applied advance for a different purpose and requested a lower amount.     I do not want to avail this advance now and would like to prefer claim for advance to fight COVID-19 pandemic. However, it is not permitted by the portal. What should I do? ","    Ans :  During pendency of any other advance, the application for COVID-19 claim is permitted.  														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
198,198,"
   199 -  How long will it take for credit of amount in my bank  account after  submission  of claim for advance to fight COVID-19 pandemic? ",    Ans :  Claims for advance to fight COVID-19 pandemic are being processed on priority considering exigency of the situation.  														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
199,199,"
   200 - KYC is not complete for my EPF account and hence I am unable to file this claim. ","    Ans :  The claim for this advance can be filed Online if your UAN is validated with Aadhaar and KYC   of Bank account and Mobile number is seeded in UAN. You are requested to complete your KYC by submitting same on Member Portal. If your basic details that are name, date of birth and gender against UAN are same as that in Aadhar, you can link your Aadhar through eKYC Portal. In case of mis-match in KYC details and details in EPF account, please submit online request for demographic detail correction through your employer. The bank account details have to be digitally approved by the employer. For submitting your claim online your aadhar linked mobile will get OTP. So your aadhar should be linked with a mobile  														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
200,200,"
   201 - Is it necessary to apply for 75% of PF balance under this provision? ","    Ans :  Withdrawal to the extent of the basic wages and dearness allowances for three months or up to 75% of the amount standing to your credit in the EPF account, whichever is less, is maximum permissible limit. You can apply for lesser amount also. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
201,201,"
   202 - I have applied for availing advance under ‘Natural Calamity’ purpose. Will this be treated as advance to fight COVID-19 pandemic? ",    Ans :  No. You have to apply specifically for advance to fight COVID-19 pandemic.  														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
202,202,"
   203 -  Will EPFO process advance to fight COVID-19 pandemic despite lockdown? ",    Ans : Yes. Advance to fight COVID-19 pandemic are being settled on priority to mitigate hardship faced by members 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
203,203,"
   204 -  I have not left my job. Can I withdraw PF to fight COVID-19? ",    Ans : Yes. You can avail this advance while still in service.  														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
204,204,"
   205 -  How do I know if I require a PF transfer? ","    Ans : If the member has more than one PF member IDs (MIDs) and the PF amount of these MIDs has not been transferred into the latest MID, member is required to get his PF transferred into his current MID.  														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
205,205,"
   206 -  What is the importance of UAN in online transfer of PF?  ","    Ans : Universal Account Number (UAN) acts as an umbrella for the multiple Member IDs allotted to an individual by different employers. UAN enables linking of multiple EPF Accounts (Member Id) allotted to a single member. UAN offers a bouquet of services like dynamically updated UAN card, updated PF passbook including all transfer-in details, facility to link previous members’ PF ID with present PF ID, monthly SMS regarding credit of contribution in PF account and facility for autotriggering transfer request on change of employment.  														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
206,206,"
   207 -  What all information needed at the time of applying online PF transfer? ","    Ans : 
 For online PF transfer please ensure following-
 i. Employee should have activated his UAN at https://unifiedportal-mem.epfindia.gov.in/memberinterface/portalMobile number used for activation should also be active as OTP will be sent in this number. 
 ii. Aadhar number, Bank account of employee should have been seeded against the UAN.
 iii. The date of exit for the previous employment must have been entered. If date of exit is missing kindly follow the process as given in this FAQ for updation of date of exit. 
 iv. The employer should have approved the e-KYC. 
 v. Only one transfer request against the previous member ID can be accepted. 
 vi. Personal details reflecting under the “Member Profile” must be verified and confirmed before applying
 ",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
207,207,"
   208 -  Whether date of exit for previous Job/employment is mandatory for applying online Transfer? What are the prerequisites for updation of date of exit? ","    Ans : Yes, updation of date of exit of previous job/employment is mandatory for applying online transfer. The date of exit can be updated only after two months of leaving a job. Also, the date of exit can be any date in the month in which the last contribution was made by the previous employer. 

This facility is based on Aadhaar-based one-time password (OTP). Thus  it can only be utilized by those who have activated their UAN and linked their UAN with a verified Aadhaar number and have mobile linked to Aadhar number for receiving the OTP sent for verification
 ",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
208,208,"
   209 -  What is the process to update date of exit?","    Ans : 
 i. Go to the https://unifiedportal-mem.epfindia.gov.in/memberinterface/ and login using your UAN and password 
 ii. Click on tab “manage"" >> click “mark exit"". Under the “select employment” 
dropdown, select the previous PF account number linked to your UAN
 iii. Enter the date and reason of exit. 
 iv. Then request for an OTP which will be sent to your Aadhaar-linked mobile number. 
 v. After you enter the OTP, submit the request. It may be noted that once the date of exit is updated, it cannot be changed. 
 ",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
209,209,"
   210 -  How do I know/check if my PF amount has been transferred from my previous member IDs to my current member ID? ","    Ans : The member can check this by viewing his passbook. The member must log in to his member unified portal. In the homepage itself the member must go to View > Passbook. Thereafter the member must enter his UAN, password and captcha to login once again. After  login the member can view the passbook of all his MIDs. If his PF has been transferred then the same will be shown as a credit entry in this latest passbook. Otherwise all the passbooks of his previous MIDs will show some balance. In such a case the member is advised to submit online transfer claim.  														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
210,210,"
   211 -  With the introduction of UAN and its subsequent linking with Aadhar has made UAN unique for a subscriber. It does not change with change of employment. Then why do I have to file transfer claim? ","    Ans : A member whose UAN is seeded and is fully KYC complaint must not file  any transfer  claim on change of employment. In such a case whenever an employee joins a new job and the first month’s PF contribution is received then a transfer auto trigger is generated. Soon after, the member’s past PF amount gets automatically transferred into his new account. This automatic transfer gets through if not actively stopped by the member.  														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
211,211,"
   212 -  After submitting the transfer claim I am getting an option to download the printable Form 13. Do I need to print the same and submit it to the concerned Field Office? ",    Ans :  No. If you have filed online transfer claim then there is no need to submit a physical copy.  														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
212,212,"
   213 -  How to track the status of online transfer claim? ","    Ans :  The Member e-SEWA portal allows the member to track the status of the transfer claim submitted by going to 'Online Services' tab and then to 'Track Claim Status’. Once the claim is submitted the status shown is “Pending with the employer”. If the employer approves transfer request, status of the form changes to - ""Accepted by the employer. Pending at Field Office"".  														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
213,213,"
   214 -  I have 2 different UANs with one MID linked with each. How do I file online transfer claim in this case? ",    Ans : In such a case there is no provision to file online transfer claim. However a physical claim can be filed duly mentioning the previous and present employment details. The physical Form 13(Transfer claim)can be downloaded from https://www.epfindia.gov.in/site_docs/PDFs/Downloads_PDFs/Form13.pdf. The same must be attested by the authorized signatory of either present or previous employer and submitted to the concerned Field Office. In order to avail all the online services after the transfer-in is effected the member is advised to do the KYC of his latest UAN. Thereafter on job change the member must disclose his KYC compliant UAN to his new employer so as to avoid duplicity of UAN number 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
214,214,"
   215 - I used to work in an exempted establishment. Now I work in an unexempted establishment. How can I file transfer claim? ",    Ans : Employee is required to submit PF Transfer Claim to the Exempted Trust which  will enter  the transfer details as Annexure K in Unified Portal. The employer will make the online payment against the Annexure K. After due approval by PF office the past  amount  and  service history gets reflected in his current MID passbook.  														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
215,215,"
   216 - What is Annexure K? ","    Ans :  Annexure K is a document which mentions the member details, his PF accumulations with interest, service history, Date of Joining and Date of Exit and employment details including past and present MID. This document is required by the Field Office/Trust to effect a transfer in.  														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
216,216,"
   217 -  I want to file a PF transfer claim but I do not know if my past  employer  was exempted or un-exempted. How can I find out? ","    Ans : The member can view the status of any establishment by going  to  PF  establishment search. The member must go to https://www.epfindia.gov.in.  Thereafter, go to  Our  Services>  For Employers > Establishment Search (Under head Services). Then the details of the establishment (name or PF Code) can be entered to view the status of the establishment.  														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
217,217,"
   218 -  My PF amount got transferred from my previous MID to my present MID. However my Pension amount has not been transferred. What to do? ",    Ans : The pensionary benefits are dependent on the length of service and the average of last wages drawn. It does not depend on the actual amount lying in the Pension Fund Account. Hence this amount is not transferred during change of employment and a mere transfer of past service history makes the member eligible for pension related benefits 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
218,218,"
   219 -  Why to transfer PF with change in job/employment? ","    Ans : 
The provident fund monies are to provide for a source of income (social security) after retirement during old age. To create a sizable savings it is necessary to start saving early and accumulate the corpus by reducing intermittent withdrawals. Hence it is advisable to transfer PF with each job change to reap full benefits of the social security schemes.

 1. PF transfer lets the past service transferred into the current member ID. If the total service is more than 5 years then TDS is not charged on PF withdrawal. Clubbing of past service may help the member in crossing  the 5 year mark thus saving on TDS.
 2. Transferring PF amount instead of withdrawing gives the member the benefit of compounding of funds. The compounding effect can be visualized in a way that if a member does not withdraw his PF money on change of job and gets it transferred to his new account then the same money would get doubled in approximately 8 years, assuming EPFO continues to give at least 8.5% interest rate just like it has given in the past so many years.
 3. A service of more than 10 years makes the member eligible for pensionary benefits. Transfer of PF accounts ensures that the past services does not get lapsed and continues to get added in the subsequent employment.
 ",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
219,219,"
   220 -  What are the types and modes of PF transfer?","    Ans : 
S.N.Types of PF TransferMode of Transfer 
1.Transfer of PF from one un-exempted establishment to another un-exempted establishment.Online
2.Transfer of PF from exempted establishment to un-exempted establishment. Online
3.Transfer of PF from un-exempted establishment to exempted establishment. Online
4.Transfer of PF from exempted establishment to another exempted establishment. Offline
5.Transfer of EPS only (for EPF exempt members) from un-exempted establishment to un-exempted establishment.Online
 ",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
220,220,"
   221 - What is the process of ONLINE PF transfer? ","    Ans : 


 ",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
221,221,"
   222 - What is an Electronic Return cum- challan (ECR)?","    Ans : Every establishment covered under the EPF & MP Act, 1952 has to electronically file information after close of every wage month regarding the number of employees employed, their UAN, their Gross/EPF/EPS/EDLI wages, contributions under the three Schemes on such wages and the administrative charges due, wage disbursal date, and number of excluded  employees and their gross wages.
The ECR facility on unified portal allows the employer to perform the above important statutory duty.
After creating the above information in the ECR,the employer can use the challan process for  payment of the contributions & administrative charges declared by him. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
222,222,"
   223 - How the payment can be paid later on after filing ECR ?",    Ans : The ECR created by employer furnishing the statutory information will not lapse and shall always be available at future date for reference to complete the payment. 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
223,223,"
   224 - Whether damages will be leviable for delayed deposits for pandemic period?",    Ans : No damages will be leviable if deposits are made within the extended time declared by the Central Government. 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
224,224,"
   225 - Why is it necessary to have DSC/e-Sign?","    Ans : Many important tasks like KYC attestation, transfer claim  attestation  etc  are done online by the authorized persons of employer using their digital signatures or Aadhaar based e-Sign on EPFO portal. This ensures seamless online service to members. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
225,225,"
   226 - What role does EPFO plays in use of DSC/e-Sign?","    Ans : For using DSC/e-Sign, one time approval from Regional Offices of EPFO is required. The employers are required to send one time registration request  to  regional offices for approval, duly signed by the employer. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
226,226,"
   227 - What to do if physical DSC dongle is not available with authorized signatory?","    Ans : Such establishments whose authorized officers have approved  digital  signature but are not able to locate the  dongle  can login  to the employer  portal  and register  their e-sigh through the link for registration of  already  registered  authorized  signatories. If their name against the approved digital signature is same as that in  their Aadhaar, the registration of e-Sign will not require any further approval. Other authorized signatory can register their e-Sign and send the request letter approved by the employer and seek approval of the concerned EPFO Office. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
227,227,"
   228 - How can I generate virtual id.","    Ans : 
Virtual Id can be generated from UIDAI website. Following is the direct link for virtual ID generation:
https://resident.uidai.gov.in/vid-generation

",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
228,228,"
   229 - How can I register digital signature of the authorized signatory?","    Ans : Visit “Establishment >> DSC/e-Sign>>Digital Signature Registration” at Employer Interface. Provide the basic details of authorized signatory. During registration, physical DSC  (dongle)  should  remain  attached  with  machine. System will ask the password of the DSC. Generate the request letter. Employer can upload it online. Regional Office after due verification approves the request. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
229,229,"
   230 - How can a member know his UAN?","    Ans : 
 -> Visit unified member portal
 -> Select Member ID, Aadhaar or PAN
 -> Enter details such as name, date of birth, mobile number and e-mail id as perEPFO records
 -> Click on the “Get Authorization Pin”option 
 -> A Pin will be sent to your mobile number registered with EPFO
 -> Enter the Pin and your UAN will be sent to the mobile number 
 Visit unified memberportal (https://unifiedportal-mem.epfindia.gov.in/memberinterface/)
 ",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
230,230,"
   231 - How can a member activate his UAN?","    Ans : 
 -> Visit EPF Member Portal and click on “Activate UAN” OR UAN Activation under Employee Centric Services of EPFO on UMANGAPP
 -> Select any one of the following – UAN, Member ID, Aadhaar or PAN
 -> Fill additional details such as Name, Date of Birth, Mobile Number and Email ID and click on “Get Authorization PIN”
 -> An authorization PIN will be sent to the mobile number registered with EPFO 
 -> Enter this PIN and click on “Validate OTP and Activate UAN”
 UAN will be activated and password will be sent to member’s mobile. Now the member can log in to unified member portal using his UAN and password.li>
 ",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
231,231,"
   232 - Can one mobile number be linked with multiple UANs?","    Ans : Yes, one mobile number can be linked with multiple UANs. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
232,232,"
   233 - How to activate UAN via offline mode?",    Ans : No. UAN registration and activation is done only online. 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
233,233,"
   234 - Can contractual employees register their UAN and avail online facilities?","    Ans : Both contractual, as well as direct employees, can avail UAN facilities online after registration and activation. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
234,234,"
   235 - In which format I should create my UAN password?","    Ans : The password should contain atleast 1 Special Character, 7-20 character long, atleast one capital and one small letter, Minimum 4 alphabets and minimum 2 digits. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
235,235,"
   236 - What can I do if my UAN is not seeded with aadhaar ?","    Ans : Member can himself seed UAN with aadhaar by visiting member portal. Thereafter the employer must approve the same to complete the linkage. Alternatively, member can ask his employer to link aadhaar with UAN.
The member can also use “e-KYC Portal” under Online Service available on home  page of EPFO website or e-KYC service under EPFO in UMANG APP to  link  his/her UAN with Aadhaar without employer’s intervention.
 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
236,236,"
   237 - My UAN was generated during the initial days of after launch of UAN facility. My employer erroneously linked it with wrong Aadhar number. How can I correct the same?",    Ans : Member has to apply for correction to Regional office of EPFO where his EPF a/c is maintained through submission of joint request. 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
237,237,"
   238 - How can I seed my KYC details with UAN?","    Ans : 
 -> Login to your EPF account at the unified member portal
 -> Click on the “KYC” option in the “Manage”section
 -> You can select the details(PAN, Bank Account, Aadhar etc)which you want to link with UAN
 -> Fill in the requisite fields 
 -> Now click on the “Save”option
 -> Your request will be displayed in “KYC Pending for Approval”
 -> Once employer approves the details the message will be changed to “Digitally approved by the employer”
 -> Once UIDAI confirms your details,“Verified by UIDAI”is displayed against your Aadhaar.

You can select the details (BankAccount, PAN,  Aadhar, Passport)which you want to link with UAN

",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
238,238,"
   239 - How can I seed my Bank account details?","    Ans : 
 -> Login to your EPF account at the unified member portal
 -> Enter your bank account number and IFSC code.
 -> OTP will be sent to Aadhaar registered mobile number.
 -> After verification the details have to be approved by your employer. 
 -> Once approved the bank account gets seeded.
The details have to be approved by your employer except in case where the bank account is of State Bank of India.
 ",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
239,239,"
   240 - Can I change my already seeded Bank account number ?","    Ans : Yes. The bank account number can be updated any number of times by following  the steps mentioned above. However, the bank account details cannot be changed during pendency of any claim with EPFO. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
240,240,"
   241 - What precautions should I take while seeding Bank account number?","    Ans : You should seed active bank account in your name. In case your name is not correctly mentioned in the bank account, the scanned copy of cheque will show the difference and the claim may be rejected. So it is better to get the names corrected.  Also ensure that the bank account does not have a deposit cap greater than your withdrawal benefit. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
241,241,"
   242 - I have changed my job. Should I activate my UAN again?",    Ans : UAN has to be activated only once. You do not have to re-activate it every time you switch jobs 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
242,242,"
   243 - Do I have to pay any fee for UAN registration?","    Ans : No, UAN registration is free of cost and you do not have to pay any fee to activate it. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
243,243,"
   244 - Can I activate UAN through SMS or mobile app?","    Ans : You cannot activate UAN through SMS. However, you can activate UAN through Umang App. To download Umang app, please visit google play store. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
244,244,"
   245 - What are the facilities given to members through UAN driven Member Portal?","    Ans : 
Services:
 i. E-Nomination
 ii. Modification in Name, Date of Birth,Gender
 iii. Updation of KYC details
 iv. Seamless Transfer of PF Accumulation from Previous Employment
 v. Online claims(PF Withdrawal, Advance, Withdrawal benefit, Pension Claim)
 vi. Aadhaar based online claim submission
 vii. Updation of date of exit from service
li>Information:
 viii. DownloadPassbook
 ix. Download UANCard
 x. PF contributions & balance by sending SMS to 7738299899 in 10 languages
 xi. F account details by missed call on011-22901406
 ",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
245,245,"
   246 - Do I need to upload documents on the EPFO Portal while requesting change in date of birth?",    Ans : In case you have requested for a change in date of birth which as per aadhar is having a difference of more than 3 years a document in support of the date of birth in Aadhar has to be uploaded. 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
246,246,"
   247 - What are the minimum details which are required to be linked with  UAN  for availing online services?","    Ans : Mobile, Aadhar and Bank account number 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
247,247,"
   248 - Is linking PAN with UAN beneficial for availing online services?","    Ans : Yes, if you link your PAN number with UAN then you can avail tax benefits on EPF withdrawal. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
248,248,"
   249 - My name in Aadhaar and PAN are different.Can I link my PAN with UAN ?","    Ans : Yes one can link PAN with UAN even there is mismatch in name in PAN and UAN data.
The name as per Aadhaar and PAN must be same as that in  PF  records for KYC  to be successfully completed. Please note that the name as printed on PAN card may be different from that in the Income Tax database. In such a case you must enter the name as per IT database to get it successfully linked with UAN. If there is  a name mismatch then a name change request can beraised. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
249,249,"
   250 - What to do if my employer is not approving KYC?","    Ans : In case your employer is not approving KYC details, you can directly approach administration or HR department with request. If it is taking more time you can escalate it to higher authority in the organization.
If no one is responding to your request you can approach EPF Grievance via https://epfigms.gov.in.

 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
250,250,"
   251 - How do I know that KYC updated by me is approved by the employer ?",    Ans : The status will be shown against updated KYC document on the same page. The system will also trigger SMS on your register mobile number. 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
251,251,"
   252 - My employer erroneously entered wrong PAN and Bank account details?",    Ans : You can login to your member portal and update the PAN and Bank account details yourself. The same will be digitally approved/updated by the employer. 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
252,252,"
   253 - My employer has not updated my date of exit despite lapse of two months","    Ans : 
 -> Visit Member Unified Portal
 -> Enter UAN, Password and CAPTCHA.
 -> Go to Manage and Click Mark Exit
 -> Choose ‘PF Account Number’ from ‘select employment’ drop down
 -> Enter ‘Date of Exit’ and ‘Reason of Exit’
 -> Click on option‘RequestOTP’and enter OTP sent on your Aadhaar linked Mobile Number
 -> Give your consent by selecting the Checkbox
 -> Click ‘Update’
 -> Click ‘OK’
 ",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
253,253,"
   254 - How to change my UAN linked mobile number?","    Ans : After login into the Member Interface of Unified Portal, there is a provision in “Member Profile” section to change your mobile number. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
254,254,"
   255 - Can I apply online claim if my mobile is not linked with Aadhaar?","    Ans : No, you cannot submit online claim if your mobile is not linked with Aadhaar. At the time of claim submission, OTP is sent to Aadhaar linked mobile only. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
255,255,"
   256 - What to do if my Aadhaar is not linked with mobile?",    Ans : Please visit your nearest Aadhaar Service Centre. For more details you can visit official website of UIDAI https://uidai.gov.in . 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
256,256,"
   257 - What to do if I forgot my password?",    Ans : Please click on “Forgot Password” at Member Interface of Unified Portal. Provide your UAN with CAPTCHA. System will send the OTP on your mobile which is seeded with UAN and you can reset the password. 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
257,257,"
   258 - What to do if I forgot my password and my registered mobile with UAN  has also changed?","    Ans : Please click on “Forgot Password” at Member Interface of Unified Portal. Provide your UAN with CAPTCHA. System will ask whether OTP is to  be  sent  on  registered mobile or some other mobile. If other mobile number is selected the system will ask to enter your basic details (Name, DOB and Gender). After successful matching of basic details system will ask to provide your Aadhaar. If Aadhaar details are matched system will  ask  new mobile number and OTP will be sent to the new mobile. After successful verification of OTP, you can reset your password. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
258,258,"
   259 - What is to be done in case I change the job and join somewhere else?",    Ans : You need to simply declare your UAN with your subsequent employer. 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
259,259,"
   260 - Which claims that can be filed online?","    Ans : You can file Withdrawal,Advance, Transfer  and Pension claim (after 
e-Nomination)online through EPFO Member Portal or through Umang app 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
260,260,"
   261 - How can I view/download my passbook?","    Ans : First of all, you need to login to the UAN Member Portal with your UAN and password. Then go to the menu ‘Download’ and select ‘Download Passbook’. A link provided to download PDF of this passbook. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
261,261,"
   262 - How can I view/download my UAN card?",    Ans : You need to login first with your valid UAN and password. Then go to ‘Download’ Menu and select an option ‘Download UAN Card’. PDF of UAN card can be downloaded. 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
262,262,"
   263 - I am not able to see the Passbook or Passbook is not available?",    Ans : In case you are working in an Exempted establishment then your passbook will not be available in the UAN portal. You may contact your establishment to get the PF statement. 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
263,263,"
   264 - Two UAN allotted to me. What should I do?",    Ans : Transfer all the previous services linked with previous UANs to present UAN through One Member One EPF Account facilty of Member Interface. 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
264,264,"
   265 - Why I am not able to link /list previous member IDs per taining tome?",    Ans : As the details are matched with previous Member ID w.r.t. current Member ID and if there is any deviation in name etc. it will not allow for link / list Member ID. 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
265,265,"
   266 - How to change Name and DOB in EPFO records as per Aadhaar Card?","    Ans : 
 -> Visit Member Unified Portal as mentioned in
 -> Enter UAN, Password and CAPTCHA.
 -> Click Sign-in
 -> Click Manage and then Click Modify Basic Details
 -> Enter Aadhaar, Name and DOB as per Aadhaar.Click Save/Submit.Click Yes
 -> Inform your Employer to approve your Name Change Request.
 ",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
266,266,"
   267 - If I have exited from my job long back, but have not withdrawn my PF balance, am I now eligible for COVID-19 advance ?",    Ans : YES 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
267,267,"
   268 -  Is there any provision for International Workers to apply for advance?",    Ans : YES. The provisions related to Advances in the scheme apply to International workers also.  														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
268,268,"
   269 - Is it compulsory for me to change Husband’s name in place of Father’s name in my UAN after marriage ?","    Ans : Not mandatory.  However , if in KYC documents such as Aadhaar, Bank Account etc., if husbands name is furnished,  then it is advisable to furnish the same in PF details also. 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
269,269,"
   270 - I am an International Worker without Aadhar. How can I file the PF advance claims online?","    Ans : For submitting Online Claims, Aadhaar is mandatory. An International worker who has been allotted aadhar on becoming eligible for the same can thereafter file online claim. If IW does not have an Aadhar, the IW can submit physical claim form duly attested by employer/authorized representative.  														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
270,270,"
   271 - Can a member demand for showing the recovery of contributions from the employer ?",    Ans : Yes. The contribution card of each member in Form 3-A/ECR copy can be demanded from the employer. 														,english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
271,271,"
   272 - How do I update the Date of Birth of my Nominee ?","    Ans : Update Form-2 (Nomination) online through Member Portal.
The date of birth is based on Aadhar in e-nomination. So change will be required only when you have got Aadhar corrected. The earlier e-signed e-nomination can be changed by filing a fresh nomination linking the updated Aadhar and e-signing the nomination again.
 														",english,EPFO,Provide an accurate and concise response to the following question related to EPFO in english.
